public_identifier;num_accomplishment_publications;name;publisher;published_on;description;url
%C3%A2ngela-crespo-47723693;6;;Proceedings of the National Academy of Sciences USA;27-11-2015;The interaction of noncytotoxic decidual natural killer cells (dNK) and extravillous trophoblasts (EVT) at the maternal-fetal interface was studied. Confocal microscopy revealed that many dNK interact with a single large EVT. Filamentous projections from EVT enriched in HLA-G were shown to contact dNK, and may represent the initial stage of synapse formation. As isolated, 2.5% of dNK contained surface HLA-G. However, surface HLA-G-negative dNK contained internalized HLA-G. Activation of dNK...;http://www-ncbi-nlm-nih-gov.ezp-prod1.hul.harvard.edu/pubmed/26460007
%C3%A2ngela-crespo-47723693;7;2019;Molecular Basis of Disease;31-07-2015;Alzheimer's disease (AD) is a neurodegenerative disorder of still unknown etiology and the leading cause of dementia worldwide. Besides its main neuropathological hallmarks, a dysfunctional homeostasis of transition metals has been reported to play a pivotal role in the pathogenesis of this disease. Dysregulation of iron (Fe) metabolism in AD has been suggested, particularly at the level of cellular iron efflux. Herein, we intended to further clarify the molecular mechanisms underlying Fe...;http://www.sciencedirect.com/science/article/pii/S0925443915002094
%C3%A2ngela-crespo-47723693;8;;PNAS;09-07-2015;Invading human leukocyte antigen-G+ (HLA-G+) extravillous trophoblasts (EVT) are rare cells that are believed to play a key role in the prevention of a maternal immune attack on foreign fetal tissues. Here highly purified HLA-G+ EVT and HLA-G- villous trophoblasts (VT) were isolated. Culture on fibronectin that EVT encounter on invading the uterus increased HLA-G, EGF-Receptor-2, and LIF-Receptor expression on EVT, presumably representing a further differentiation state. Microarray and...;http://www.ncbi.nlm.nih.gov/pubmed/26015573
%C3%A2ngela-crespo-47723693;9;;Neurobiology of Aging;31-10-2013;Alzheimer's disease (AD) is the most common form of dementia in the elderly individuals, resulting from a complex interaction between environmental and genetic factors. Impaired brain iron homeostasis has been recognized as an important mechanism underlying the pathogenesis of this disease. Nevertheless, the knowledge gathered so far at the systemic level is clearly insufficient. Herein, we used an integrative approach to study iron metabolism in the periphery, at both genotypic and phenotypic...;http://www.sciencedirect.com/science/article/pii/S0197458013005460?via=ihub
%C3%A5sa-w%C3%A5hlander-4825157;1;10;Bioanalysis;11-05-2019;null;null
%C3%A5sa-w%C3%A5hlander-4825157;2;;Mol Cell Proteomics;17-08-2018;null;null
%C3%A5sa-w%C3%A5hlander-4825157;3;;Mol Cell Proteomics;04-02-2017;Targeted proteomic methods can accelerate the verification of multiple tumor marker candidates in large series of patient samples. We utilized the targeted approach known as selected/multiple reaction monitoring (S/MRM) to verify potential protein markers of colorectal adenoma identified by our group in previous transcriptomic and quantitative shotgun proteomic studies of a large cohort of precancerous colorectal lesions. We developed SRM assays to reproducibly detect and quantify 25 (62.5%) of...;null
%C3%A5sa-w%C3%A5hlander-4825157;4;;Proteomics;08-07-2016;Quantitative mass spectrometry is a rapidly evolving methodology applied in a large number of omics-type research projects. During the past years, new designs of mass spectrometers have been developed and launched as commercial systems while in parallel new data acquisition schemes and data analysis paradigms have been introduced. Core facilities provide access to such technologies, but also actively support the researchers in finding and applying the best-suited analytical approach. In order...;null
%C3%A5sa-w%C3%A5hlander-4825157;5;;Mol Oral Microbiol;30-09-2015;Periodontitis is the chronic inflammatory destruction of periodontal tissues as a result of bacterial biofilm formation on the tooth surface. Proteins secreted by the gingival epithelium challenged by subgingival biofilms represent an important initial response for periodontal inflammation. The aim of this in vitro study was to characterize the whole secreted proteome of gingival epithelial tissue challenged by subgingival biofilms, and to evaluate the differential effects of the presence of...;null
%C3%A5sa-w%C3%A5hlander-4825157;6;;Mol Biol Cell;20-06-2015;Protein degradation is essential for cellular homeostasis. We developed a sensitive approach to examining protein degradation rates in Saccharomyces cerevisiae by coupling a SILAC approach to selected reaction monitoring (SRM) mass spectrometry. Combined with genetic tools, this analysis made it possible to study the assembly of the oligosaccharyl transferase complex. The ER-associated degradation machinery compensated for disturbed homeostasis of complex components by degradation of subunits...;null
%C3%A5sa-w%C3%A5hlander-4825157;7;;PNAS;08-08-2014;Shigella flexneri proliferate in infected human epithelial cells at exceptionally high rates. This vigorous growth has important consequences for rapid progression to life-threatening bloody diarrhea, but the underlying metabolic mechanisms remain poorly understood. Here, we used metabolomics, proteomics, and genetic experiments to determine host and Shigella metabolism during infection in a cell culture model. The data suggest that infected host cells maintain largely normal fluxes through...;null
%C3%A5sa-w%C3%A5hlander-4825157;8;;Methods;15-07-2013;Selected Reaction Monitoring (SRM) is a method of choice for accurate quantitation of low-abundance proteins in complex backgrounds. This strategy is, however, sensitive to interference from other components in the sample that have the same precursor and fragment masses as the monitored transitions. We present here an approach to detect interference by using the expected relative intensity of SRM transitions. We also designed an algorithm to automatically detect the linear range of calibration...;null
%C3%A5sa-w%C3%A5hlander-4825157;9;;Mol Cell Proteomics;20-06-2013;Multiple reaction monitoring (MRM) mass spectrometry coupled with stable isotope dilution (SID) and liquid chromatography (LC) is increasingly used in biological and clinical studies for precise and reproducible quantification of peptides and proteins in complex sample matrices. Robust LC-SID-MRM-MS-based assays that can be replicated across laboratories and ultimately in clinical laboratory settings require standardized protocols to demonstrate that the analysis platforms are performing...;null
%C3%A5sa-w%C3%A5hlander-4825157;10;;J Proteome Res;04-02-2013;"We investigated the sequential protein expression in gingival crevicular fluid samples during the induction (I) and resolution (R) of experimental gingivitis. Periodontally and systemically healthy volunteers (n = 20) participated in a three-week experimental gingivitis protocol, followed by debridement and two weeks of regular plaque control. Gingival crevicular fluid (GCF) samples were collected at baseline, Day 7, 14, and 21 (induction; I-phase), and at Day 21, 25, 30, and 35 (resolution;...";null
%C3%A5sa-w%C3%A5hlander-4825157;11;;Mol Cell;10-01-2011;Endoplasmic reticulum (ER) oxidation 1 (ERO1) transfers disulfides to protein disulfide isomerase (PDI) and is essential for oxidative protein folding in simple eukaryotes such as yeast and worms. Surprisingly, ERO1-deficient mammalian cells exhibit only a modest delay in disulfide bond formation. To identify ERO1-independent pathways to disulfide bond formation, we purified PDI oxidants with a trapping mutant of PDI. Peroxiredoxin IV (PRDX4) stood out in this list, as the related cytosolic...;null
%C3%A5sa-w%C3%A5hlander-4825157;12;;J Proteome Res;08-01-2010;We present a mass spectrometry-based method for the identification and quantification of membrane proteins using the low-specificity protease Proteinase K, at very high pH, to digest proteins isolated by a modified SDS-PAGE protocol. The resulting peptides are modified with a fragmentation-directing isotope labeled tag. We apply the method to quantify differences in membrane protein expression of Bacillus subtilis grown in the presence or absence of glucose.;null
%C3%A5sa-w%C3%A5hlander-4825157;13;;Nat Biotechnol;28-07-2009;Verification of candidate biomarkers relies upon specific, quantitative assays optimized for selective detection of target proteins, and is increasingly viewed as a critical step in the discovery pipeline that bridges unbiased biomarker discovery to preclinical validation. Although individual laboratories have demonstrated that multiple reaction monitoring (MRM) coupled with isotope dilution mass spectrometry can quantify candidate protein biomarkers in plasma, reproducibility and...;null
%C3%A5sa-w%C3%A5hlander-4825157;14;02;Proteomics;08-06-2008;Peptide mass fingerprinting (PMF) has over the years become one of the most commonly used tools for high-throughput analysis and identification of proteins. This method is applicable when relatively simple samples have to be analysed and it is commonly used for analysing proteins previously separated by 2-DE. The most common type of instrument used for this approach is the MALDI-TOF that has proved to be particularly suitable for the PMF analysis because of its characteristics of speed,...;null
%C3%A5sa-w%C3%A5hlander-4825157;15;;J Proteome Res;08-03-2007;We present a generic approach for quantitative differential proteomics that reduces data complexity in proteome analysis by automated selection of peptides for MS/MS analysis according to their isotope-labeling ratio. Isotopic reagents were developed that give products which fragment easily to generate a unique pair of signature ions. Using the ion-pair ratio, we show that it is possible to select only BSA peptides (with a 3:1 light heavy isotope ratio) for MS/MS when spiked in a whole yeast...;null
%C3%A9lodie-vajda-262554a6;1;;Zootaxa;13-09-2019;null;https://doi.org/10.11646/zootaxa.4670.1.1
%C3%A9lodie-vajda-262554a6;2;;Tropical Medicine and Infectious Disease;01-03-2017;null;http://www.mdpi.com/2414-6366/2/1/4
%C3%A9lodie-vajda-262554a6;3;;Invited Symposium;01-10-2015;null;null
%C3%A9lodie-vajda-262554a6;4;;Entomological Society of Ontario Newsletter;01-01-2015;null;http://www.entsocont.ca/uploads/3/0/2/6/30266933/eso_nl_summer_2015_v20_issue_ii.pdf
%C3%A9lodie-vajda-262554a6;5;;Conference poster;01-01-2015;null;null
%C3%A9lodie-vajda-262554a6;6;;Conference poster;01-08-2014;null;null
%C3%A9lodie-vajda-262554a6;7;;Conference paper;null;null;null
%C3%A9ric-j-j-boey-48290b72;1;1830-00-00-1835-1968;Editions Universitaires U.L.B.;30-12-1968;null;null
%C3%ADsishigino;1;00-07-00-03-00;Universidade de Bras\u00edlia;07-07-2018;null;http://bdm.unb.br/handle/10483/20432
%C3%ADsishigino;2;;PoloPrinter;11-07-2016;null;https://pt.scribd.com/document/404252266/Breaking-the-Silence-Visibility-to-Boko-Haram-Violence-Against-Women
%C3%ADsishigino;3;00-05-00-09;Art Letras Gr\u00e1fica e Editora;01-04-2016;G\u00eanero, ra\u00e7a e classe na an\u00e1lise internacional de Direitos Trabalhistas.;https://pt.scribd.com/document/404255055/Reflexoes-Sobre-o-Trabalho-Domestico-Na-Atualidade-SiNUS-2016
