public_identifier;num_accomplishment_organisations;starts_at;ends_at;org_name;title;description
%C3%A1ngel-cabrera-6a984177;4;;null;Phi Kappa Tau Fraternity;null;null
%C3%A1ngelamungu%C3%ADa;1;31-10-2017;null;The Surge Institute;2018 Surge Fellow;The Surge Fellowship is signature program of the Surge Institute. The fellowship is a best in class one-year program for 20-25 emerging leaders of color in education annually. For this program, the Institute identifies and accelerates promising education talent of color to enhance their expertise and aptitude, empowering them to transform the education ecosystem.The fellowship encompasses a combination of content areas and learning experiences to broaden exposure and accelerate skill...
%C3%A7i%C4%9Fdem-duysal-29b6702;1;31-01-2002;null;United Nations;NGO - Representative for IAHS  - Housing;null
%C3%A7nicol%C3%ABdawson;1;;null;American Society of Administrative Professionals;null;null
%C3%A9lan-jackson-7a68aa8;1;31-10-2011;31-12-2013;Emerging Leaders,  Heart of Florida United Way;Steering Committee Member;null
%C3%A9lan-jackson-7a68aa8;2;;null;African-American Chamber of Commerce;null;null
%C3%A9lan-jackson-7a68aa8;3;;null;Central Florida Association of Black Journalists (CFABJ);null;null
%C3%A9lan-moore-jones-jd-61438660;1;31-08-2015;30-04-2018;American Constitution Society;null;null
%C3%A9lan-moore-jones-jd-61438660;2;31-08-2014;30-04-2018;Black Law Students Association;"President, 2017-2018; Black History Month Committee Lead, 2016-2017";"Purpose of the Organization:  To provide Black and minority law students a forum for expressing theirprofessional needs, goals, and concerns; Provide a support mechanism for its members; Develop future Black leadership; Foster and encourage professional competence; Keep open lines of communication between Black and minority law students and the University. Presidential Duties: Exercised general executive authority over all organizational business and activities, by presiding over..."
%C3%A9lan-moore-jones-jd-61438660;3;30-09-2017;30-04-2018;Board of Advocates;Appellate Advocacy Committee Member;Appellate Advocacy Committee Members are required to contribute in running and planningthe Upper Level Moot Court Intramural Competition in the fall and the 1L Moot Court IntramuralCompetition in the spring. This includes leading competitor recruitment efforts and serving as judges or support for the intramural competitions.
%C3%A9lan-moore-jones-jd-61438660;4;30-04-2017;30-04-2018;Public Interest Law Fellow;Board Member and Fundraising Team Lead;The Texas A&M Law Fellowship strengthens the legal scholarship of law studentswhile providing support to public interest organizations that serve our local, state, andnational communities. The Law Fellowship provides summer stipends to deservinglaw students who show a commitment to serve in the public interest law arena.
%C3%ADvan-baca-515ba6119;1;30-11-2016;null;Beta Alpha Psi;Treasurer of Fall 2017;null
%C3%B6zge-vargel-b%C3%B6l%C3%BCkba%C5%9F%C4%B1-38796841;1;31-01-2017;null;International Society for Stem Cell Research;Associate Member;null
%C3%B6zge-vargel-b%C3%B6l%C3%BCkba%C5%9F%C4%B1-38796841;2;31-01-2012;31-12-2014;International Society for Experimental Hematology;Associate Member;null
%C3%B6zge-vargel-b%C3%B6l%C3%BCkba%C5%9F%C4%B1-38796841;3;31-01-2008;31-12-2009;Horizons in Molecular Biology and Genetics Conference;Head of the organizing committee;null
%C5%A1%C3%A1rka-valovi%C4%8Dov%C3%A1-b0b072100;1;;null;Kooperativa pois\u0165ov\u0148a;region\u00e1lna riadite\u013eka;null
%C5%A1%C3%A1rka-valovi%C4%8Dov%C3%A1-b0b072100;2;;null;Start people;region\u00e1lna riadite\u013eka;null
%C5%A1%C3%A1rka-valovi%C4%8Dov%C3%A1-b0b072100;3;;null;Unicredit bank;riadite\u013eka pobo\u010dky;null
%C5%A1%C3%A1rka-valovi%C4%8Dov%C3%A1-b0b072100;4;;null;Tatrabanka;riadite\u013eka pobo\u010dky;null
%CA%BBauli%CA%BBi-solomon-8b7759157;1;01-08-2018;null;Public Relations Student Society of America;Member;null
%7Echrystina%7E-%7Eruiz%7E-983291a8;1;;null;I do not .;No.;null
%7Ekevincarlson;1;29-02-2012;null;PMI;Member;null
%7Elagus;1;30-06-2017;null;American Speech-Language Hearing Association;Member;null
%7Elagus;2;30-06-2018;31-05-2019;Academy of Neurologic Communication Disorders and Sciences;Student/Resident/Fellow Member;null
%7Elagus;3;30-06-2018;31-05-2019;American Congress of Rehabilitation Medicine;Student/Resident/Fellow Member;null
%7Elagus;4;31-08-2017;31-05-2019;National Student Speech-Language Hearing Association;Member;null
%7Elagus;5;30-06-2012;30-06-2015;Philippine Association of Speech Pathologists;Certified Speech Pathologist / Member;null
%7Ethomascooke%7E;1;30-11-2017;null;Alpha Epsilon Pi;null;null
%7Etom-mattingly%7E-28610;1;31-05-1999;31-08-2012;99AZ Business Executives;Founder;null
%7Eyvonne%7E-oprean-31b873b1;1;01-12-2018;null;Independence Housing Authority;Job's Plus Community Coach;Advisory Board Member
%C3%A1ine-dillon-ba101214a;1;31-12-2016;null;Chi Omega;Graphic Design Chair;Ideating and creating original designs for T-shirts and other marketing materials. Working with the marketing team to create a consistent overall aesthetic that accurately represents our chapter.
%C3%A1lvaro-qian-gu-51457082;1;31-01-2011;null;Baya-Gu International Foundation;Co-founder;null
%C3%A1ndrea-pentabona-945a154a;1;01-10-2012;null;Unite States Bartenders' Guild;-;null
%C3%A1rni-g-hauksson-20836268;1;31-12-2013;null;The Icelandic Chamber of Commerce in Japan;Vice Chairman;null
%C3%B3rla-fagan-18353624;1;;null;Foreign Correspondents Club Thailand;-;null
%C3%B3scar-jafet-vargas-a2202b77;1;31-07-2009;30-06-2013;Movimiento Estudiantil Chicano de Aztlan;Vice-President;null
%C4%91%C3%B4%CC%80ng-tha%CC%89o-35115516;1;;null;Que Huong Media;News/ Program Host;null
%C4%91%C3%B4%CC%80ng-tha%CC%89o-35115516;2;;null;Free-lance Singer/  Event MC;Singer / MC;null
%C4%B1l%C4%B1-%C4%B1l%C4%B1-zarar-ali-waqas-%C4%B1l%C4%B1-%C4%B1l%C4%B1-5995351b;1;31-01-2014;null;The Linux Foundation;null;null
%CB%9A-stephine-smith-%CB%9A-4235a6a1;1;31-07-2017;null;National Groundwater Association (NGWA);Member: Scientist;null
%CB%9A-stephine-smith-%CB%9A-4235a6a1;2;31-07-2017;null;Solid Waste Association of North America (SWANA);Member;null
%CB%9A-stephine-smith-%CB%9A-4235a6a1;3;31-03-2017;null;East Tennessee Geological Society;Member;null
%CB%9A-stephine-smith-%CB%9A-4235a6a1;4;30-04-2014;null;American Water Resource Association AWRA;Member;VISIONTo be recognized as the pre-eminent multidisciplinary association for information exchange, professional development and education about water resources and related issues.MISSIONTo advance multidisciplinary water resources education, management and research.OBJECTIVES*The principal objectives of the Association shall be:The advancement of water resources research, planning, development, management, and education.The establishment of a common...
%CB%9A-stephine-smith-%CB%9A-4235a6a1;5;30-04-2014;null;Minorities in Agriculture, Natural Resources and Related Sciences MANNRRS;Member;MANRRS is a national society that welcomes membership of people of all racial and ethnic group participation in agricultural, natural resources and related sciences. MANRRS members are encouraged to be full participants in other professional societies for their basic disciplinary and career interests. However, MANRRS attempts to provide networks to support professional development of minorities. It is a springboard for their entry into and advancement in careers where they otherwise could be...
%CB%9A-stephine-smith-%CB%9A-4235a6a1;6;31-01-2013;null;Soil Science Society of America SSSA;Member;The Soil Science Society of America (SSSA) is a progressive international scientific society that fosters the transfer of knowledge and practices to sustain global soils. Based in Madison, WI, and founded in 1936, SSSA is the professional home for 6,000+ members and 1,000+ certified professionals dedicated to advancing the field of soil science. The Society provides information about soils in relation to crop production, environmental quality, ecosystem sustainability, bioremediation, waste...
%CB%9A-stephine-smith-%CB%9A-4235a6a1;7;31-05-2016;31-12-2016;National Association of Environmental Professionals NAEP;Member;null
%CE%B1sha-dais-88877269;1;01-04-2014;30-04-2016;Amazon developement center;Quality Analyst \u2013 Pricing Quality;\u2022\tPerform periodical CAPA session with the operations teams to bridge knowledge gaps and provide feedback to minimize the defects. \u2022\tSpecialized in soft skill training, business induction and behavioral training.\u2022\tResponsible for on-boarding new joiners and training them on critical processes.\u2022\tPreparing and presenting Weekly, Monthly, Quarterly and Annual business report.\u2022\tHelp associates in improving quality by mentoring/ identifying and working on Root Causes.\u2022\tPerform Quality Audits of the competitive price match data. \u2022\tIdentification of defects and fix the issues before the defects impact the end pricing.\u2022\tPerform RCA and create action plan to stop the future occurrence of similar defects.\u2022\tModify audit prioritization based on the defect trends to improve the audit efficiency hence reducing the risk of loss due to pricing defects.\u2022\tManaging trouble ticket system for resolving pricing quality issue.\u2022\tInteracting and coordinating with vendors and manufacturers with prompt follow-up. \u2022\tOperating as the Single Point of Contact for the entire team and other departments for data clarification, analysis and queries. \u2022\tIdentifying and correcting errors or complaints, maintaining records of work received and work performed. \u2022\tChecking the quality of the content on the Amazon Website and performing quality audit for the team.\u2022\tProviding suggestions on process improvement. Feedback sessions for the team on quality improvement.\u2022\tAdhering to the team\u2019s metrics such as the turnaround time, quality and productivity. Managing the backlog in an efficient and effective manner. \u2022\tSQL and ETL Manager.  \u2022\tExpertise in using Statistical tools Such as - SPSS.\u2022\tProficiency in using MS Office tools including MS-Excel, MS-Access etc. \u2022\tProficiency in using Process Mapping Tools \u2013 Edraw and MS Visio. \u2022\tJournal editing tool- PRISM.
%CE%B1sha-dais-88877269;2;01-06-2012;30-04-2014;Amazon developement centre;Retail Associate \u2013 Competitive Pricing;\u2022\tSubject Matter Expert \u2013 training new associates.\u2022\tEnsuring team\u2019s quality is under controllable limits by conducting CAPA sessions.\u2022\tAssisting team in work allocation to improve competitive price recommendations.\u2022\tPerformed internal audit to improve team\u2019s accuracy.\u2022\tMaintained higher productivity and accuracy within the team.\u2022\tSupported team lead on data consolidation and business requests.\u2022\tTo audit and ensure that the suggested pricing attributes against top retailer\u2019s worldwide through automation with cent percent quality.
%CE%B1sha-dais-88877269;3;01-05-2011;31-05-2012;Elsevier;Journal Editor (Science) \u2013 Copy editing and Language editing;\u2022\tPerform Quality audits over the editing done by associates on journals\u2022\tMonitor Journal performance through the entire end to end process of publication.\u2022\tEnsure article and issue publication meets global standards and budgeted targets.\u2022\tTrained new joiners and ensured quality output by providing feedback on their productivity.
%CE%B9%CE%B5%CF%81%CE%BF%CE%BC%CF%8C%CE%BD%CE%B1%CF%87%CE%BF%CF%82-%CF%80%CE%BF%CE%BB%CF%8D%CE%BA%CE%B1%CF%81%CF%80%CE%BF%CF%82-%CF%83%CF%84%CF%81%CE%BF%CF%83%CE%BD%CE%90%CE%BD%CF%84%CE%B5%CF%81-64903419;1;;null;United States Army - regular;null;null
%D0%B0%D0%BB%D0%B5%D0%BA%D1%81%D0%B0%D0%BD%D0%B4%D1%80-%D1%81%D0%B5%D1%80%D0%B3%D0%B5%D0%B5%D0%B2%D0%B8%D1%87-13418b108;1;01-01-2014;null;\u043d\u0435\u0442;\u0434\u0430;null
%7Ear;1;;null;Upsilon Pi Epsilon;Member;Computer Science Honor Society
%C2%B5bio;1;31-08-2019;null;Sigma Xi - The Scientific Research Honor Society;Associate Member;null
%C3%A1ngel-alvarado-toro-8100ab156;1;31-08-2015;null;RISE - UPR Ponce;Adjunct Member;null
%C3%A1ngela-capeles-a9a20998;1;31-12-2017;null;American Marketing Association;null;null
%C3%A1ngela-capeles-a9a20998;2;31-12-2017;null;Public Relation Society of America;null;null
%C3%A1ngela-capeles-a9a20998;3;31-05-2017;null;Penn State Alumni Association;null;null
%C3%A1ngela-d%C3%ADaz-wise-she-her-64961744;1;30-11-2014;null;Project Management Institute;Member;null
%C3%A1ngela-d%C3%ADaz-wise-she-her-64961744;2;31-01-2005;null;Sigma Tau Delta;Alumni Member;null
%C3%A5ke-hellstr%C3%B6m-10185414;1;31-12-2009;null;Swedish American Chamber of Commerce  /  SACC Ohio;null;null
%C3%A5ke-hellstr%C3%B6m-10185414;2;31-12-2008;null;CING (Chalmers Alumni) USA-Canada;Chairman Emeritus, Board member;null
%C3%A5ke-hellstr%C3%B6m-10185414;3;31-12-1998;null;Scandinavian Club of Columbus;Board Member;null
%C3%A5ke-hellstr%C3%B6m-10185414;4;31-12-1998;null;TAPPI;null;null
%C3%A5ke-hellstr%C3%B6m-10185414;5;;null;US Friends of Chalmers;null;null
%C3%A7lirim-hajdari-6b4b06158;1;;null;Mentoring our Future;Mentee;null
%C3%A8ve-dubois-a7418a196;1;;null;Common Ground Connections;Participant;null
%C3%A8ve-dubois-a7418a196;2;;null;Club for American Sign Language;Theme Floor Member;null
%C3%A9lan-matlovsky-13519712;1;31-01-2014;null;Los Angeles Commercial Realty Association (LACRA);null;null
%C3%A9milie-ellis-m-a-lmft-0ab25a3a;1;31-05-2014;null;UCSD;null;null
%C3%A9milie-ellis-m-a-lmft-0ab25a3a;2;31-10-2013;null;AAMFT;Member;null
%C3%B6zlem-adra-b0685a4;1;31-01-2009;null;Friends of Tango;Instructor & Organizer;Organized numerous tango events with over 1000 international participants.Taught workshops across the USA and in Europe.
%C3%B6zlem-elg%C3%BCn-tillman-044b131b2;1;31-12-2014;null;Third Coast Tango LLC;Co-Founder;Co-Founder of Third Coast Tango LLC and Pasional, Third Coast Tango Marathon. An annual tango social dance marathon that attracts dancers from all across the U.S., Canada, and other parts of the World in the second weekend of August every year, to come and dance tango in the beautiful city of Chicago.
%C5%9Fevket-umut-y%C3%BCr%C3%BCker-47430459;1;01-04-2019;null;ASHRAE Chapter - UMD;President;null
%C5%9Fevket-umut-y%C3%BCr%C3%BCker-47430459;2;01-08-2018;null;Smart and Small Thermal Systems Laboratory (S2TS);Graduate Researcher;http://www.s2ts.umd.edu/index.html
%C5%9Fevket-umut-y%C3%BCr%C3%BCker-47430459;3;01-01-2012;null;ASME (American Society of Mechanical Engineers);Member;null
%C5%9Fevket-umut-y%C3%BCr%C3%BCker-47430459;4;01-11-2011;30-06-2015;ART Group - Evateg;Undergraduate Researcher;http://artgroup.evateg.com/
%C5%9Feyda-y%C4%B1lmaz-34b156118;1;01-08-2015;30-06-2016;Fulbright CCI;-;null
%E5%96%9C%E5%B4%87-%E5%8C%97%E9%87%8E-26842a50;1;31-12-2009;null;Top Student Awards in English as a Second Language;Warrnambool College (Australia, Victoria);null
%E5%96%9C%E5%B4%87-%E5%8C%97%E9%87%8E-26842a50;2;31-12-2008;null;Academic Awards in Mathematical Method;Warrnambool College (Australia, Victoria);null
