public_identifier;num_accomplishment_patents;title;issuer;issued_on;description;application_number;patent_number;url
ohadinbar;2;;United States;21-03-2012;"Systems and methods are provided for selectively restricting a mobile device. In one implementation, a visual capture can be to identify one or more indicators within the visual capture. Based on the indicators, an implementation of a restriction at the mobile device can be adjusted. In another implementation inputs can be processed to compute a determination, determination reflecting at least one of the in-vehicle role of the user as a driver and the in-vehicle role of the user as a passenger; and, an operation state of the mobile device can be modified based on such a determination. According to another implementation, one or more outputs can be projected from a mobile device, inputs can be received, and such inputs and outputs can be processed to determine a correlation between them. A restriction can then be modified based on the correlation.";PCT/US2012/030017;PCT/US2012/030017;http://www.highbeam.com/doc/1P3-2930875421.html
avishai-henley-51327b4;1;;null;null;null;null;null;null
pavelhilman;1;;Germany;25-11-2020;null;20199939.8 - 1213;20199939.8 - 1213;null
pavelhilman;2;;Ukraine;30-03-2020;null;202001249;202001249;null
tal-sheps-262b64a;1;;8,702,620;null;"The present invention relates to a monitoring system and method for use with a body of a subject. The system comprises a medical device, having a portion thereof configured to be placed inside the subject's body, said portion of the medical device being configured to be propelled by fluid pressure through a body lumen; at least two pressure sensors accommodated remotely from the subject's body at two different spaced-apart positions outside the subject's body and configured and operable to detect pressure at the two spaced-apart remote positions; said at least two pressure sensors being in fluid communication with at least one site inside the subject's body, a relation between the pressure at said at least one site and the pressures at said two spaced-apart remote positions being thereby indicative of the fluid pressure at said at least one site.";null;null;http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%%2Fnetahtml%%2FPTO%%2Fsearch-bool.html&r=4&f=G&l=50&co1=AND&d=PTXT&s1=gefen.INNM.&OS=IN/gefen&RS=IN/gefen
tal-sheps-262b64a;2;;8,702,620;null;"The present invention relates to a monitoring system and method for use with a body of a subject. The system comprises a medical device, having a portion thereof configured to be placed inside the subject's body, said portion of the medical device being configured to be propelled by fluid pressure through a body lumen; at least two pressure sensors accommodated remotely from the subject's body at two different spaced-apart positions outside the subject's body and configured and operable to detect pressure at the two spaced-apart remote positions; said at least two pressure sensors being in fluid communication with at least one site inside the subject's body, a relation between the pressure at said at least one site and the pressures at said two spaced-apart remote positions being thereby indicative of the fluid pressure at said at least one site.";null;null;http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%%2Fnetahtml%%2FPTO%%2Fsearch-bool.html&r=4&f=G&l=50&co1=AND&d=PTXT&s1=gefen.INNM.&OS=IN/gefen&RS=IN/gefen
tal-sheps-262b64a;3;;8,702,620;null;"The present invention relates to a monitoring system and method for use with a body of a subject. The system comprises a medical device, having a portion thereof configured to be placed inside the subject's body, said portion of the medical device being configured to be propelled by fluid pressure through a body lumen; at least two pressure sensors accommodated remotely from the subject's body at two different spaced-apart positions outside the subject's body and configured and operable to detect pressure at the two spaced-apart remote positions; said at least two pressure sensors being in fluid communication with at least one site inside the subject's body, a relation between the pressure at said at least one site and the pressures at said two spaced-apart remote positions being thereby indicative of the fluid pressure at said at least one site.";null;null;http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%%2Fnetahtml%%2FPTO%%2Fsearch-bool.html&r=4&f=G&l=50&co1=AND&d=PTXT&s1=gefen.INNM.&OS=IN/gefen&RS=IN/gefen
ohadle;1;;United States;14-06-2018;A system includes: an input/output (I/O) module operative to receive operational data for features associated with at least inter-cell performance in a mobile network, processing circuitry, a model generator application to be executed by the processing circuitry and operative to: use at least one prediction model to analyze training sets comprising examples of values for the features for at least overshooting cells, and to generate a scoring model for detection of the overshooting cells from among cells in the mobile network, and a boomer detection application to be executed by the processing circuitry and operative to: use the scoring model with the operational data to detect the overshooting cells from among cells in a mobile network, and reduce interference by the overshooting cells.;WO2018104817A1;WO2018104817A1;https://patents.google.com/patent/WO2018104817A1/en
anna-garashchenko;1;;Ukraine;10-12-2015;null;103218;103218;http://uapatents.com/4-103218-vibukhomagnitnijj-generator-dlya-rujjnuvannya-girskikh-porid.html
microroo;1;;United States;28-07-2020;null;10,725,677;10,725,677;null
microroo;2;;United States;14-07-2020;null;10,712,949;10,712,949;null
microroo;3;;United States;07-07-2020;null;10,706,001;10,706,001;null
microroo;4;;United States;12-05-2020;null;10,649,961;10,649,961;null
microroo;5;;United States;05-05-2020;null;10,642,693;10,642,693;null
microroo;6;;United States;05-05-2020;null;10,642,513;10,642,513;null
microroo;7;;United States;05-05-2020;null;10,642,536;10,642,536;null
microroo;8;;United States;28-04-2020;null;10,635,584;10,635,584;null
microroo;9;;United States;07-04-2020;null;10,613,778;10,613,778;null
microroo;10;;United States;17-03-2020;null;10,592,122;10,592,122;null
microroo;11;;United States;03-03-2020;null;10,579,538;10,579,538;null
microroo;12;;United States;25-02-2020;null;10,572,185;10,572,185;null
microroo;13;;United States;18-02-2020;null;10,567,006;10,567,006;null
microroo;14;;United States;18-02-2020;null;10,564,888;10,564,888;null
microroo;15;;United States;18-02-2020;null;10,564,868;10,564,868;null
microroo;16;;United States;11-02-2020;null;10,558,376;10,558,376;null
microroo;17;;United States;07-01-2020;null;10,528,506;10,528,506;null
microroo;18;;United States;10-12-2019;null;10,503,586;10,503,586;null
microroo;19;;United States;03-12-2019;null;10,496,608;10,496,608;null
microroo;20;;United States;03-12-2019;null;10,496,484;10,496,484;null
microroo;21;;United States;12-11-2019;null;10,474,396;10,474,396;null
microroo;22;;United States;06-08-2019;null;10,372,378;10,372,378;null
microroo;23;;United States;23-07-2019;null;10,359,959;10,359,959;null
microroo;24;;United States;07-05-2019;null;10,282,251;10,282,251;null
microroo;25;;United States;23-04-2019;null;10,268,584;10,268,584;null
microroo;26;;United States;12-03-2019;null;10,228,854;10,228,854;null
microroo;27;;United States;05-03-2019;null;10,223,199;10,223,199;null
microroo;28;;United States;29-01-2019;null;10,191,799;10,191,799;null
microroo;29;;United States;15-01-2019;null;10,180,788;10,180,788;null
microroo;30;;United States;20-11-2018;null;10,133,483;10,133,483;null
microroo;31;;United States;30-10-2018;null;10,114,743;10,114,743;null
microroo;32;;United States;16-10-2018;null;10,101,918;10,101,918;null
microroo;33;;United States;21-08-2018;null;10,055,236;10,055,236;null
microroo;34;;United States;21-08-2018;null;10,055,164;10,055,164;null
microroo;35;;United States;31-07-2018;null;10,037,163;10,037,163;null
microroo;36;;United States;17-07-2018;null;10,025,532;10,025,532;null
microroo;37;;United States;03-07-2018;null;10,013,178;10,013,178;null
microroo;38;;United States;26-06-2018;null;10,007,442;10,007,442;null
microroo;39;;United States;22-06-2018;null;10,007,433;10,007,433;null
microroo;40;;United States;19-06-2018;null;10,002,265;10,002,265;null
microroo;41;;United States;22-05-2018;null;9,977,623;9,977,623;null
microroo;42;;United States;24-04-2018;null;9,952,792;9,952,792;null
microroo;43;;United States;17-04-2018;null;9,947,401;9,947,401;null
microroo;44;;United States;27-03-2018;null;9,927,986;9,927,986;null
microroo;45;;United States;27-02-2018;null;9,904,472;9,904,472;null
microroo;46;;United States;20-02-2018;null;9,898,229;9,898,229;null
microroo;47;;United States;12-09-2017;null;9760311;9760311;null
microroo;48;;United States;23-05-2017;null;9,658,777;9,658,777;null
microroo;49;;United States;23-05-2017;null;9,658,966;9,658,966;null
microroo;50;;United States;16-05-2017;null;9,652,154;9,652,154;null
microroo;51;;United States;09-05-2017;null;9,645,742;9,645,742;null
microroo;52;;United States;09-05-2017;null;9,645,741;9,645,741;null
microroo;53;;United States;07-02-2017;null;9,563,382;9,563,382;null
microroo;54;;United States;18-10-2016;null;9471254;9471254;null
microroo;55;;United States;17-05-2016;null;9,342,470;9,342,470;null
microroo;56;;United States;19-04-2016;null;9,317,204;9,317,204;null
microroo;57;;United States;12-01-2016;null;9,235,587;9,235,587;http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PALL&p=1&u=%%2Fnetahtml%%2FPTO%%2Fsrchnum.htm&r=1&f=G&l=50&s1=9,235,587.PN.&OS=PN/9,235,587&RS=PN/9,235,587
microroo;58;;United States;03-11-2015;null;9,176,747;9,176,747;null
microroo;59;;United States;20-10-2015;null;9164700;9164700;null
microroo;60;;United States;06-10-2015;null;9152641;9152641;null
microroo;61;;United States;11-08-2015;null;9104654;9104654;null
microroo;62;;United States;11-08-2015;null;9104686;9104686;null
microroo;63;;United States;21-04-2015;null;9015209;9015209;null
microroo;64;;United States;31-03-2015;null;8,996,768;8,996,768;null
microroo;65;;United States;17-03-2015;null;8,984,032;8,984,032;null
microroo;66;;United States;03-03-2015;null;8,972,426;8,972,426;null
microroo;67;;United States;27-01-2015;null;8,943,409;8,943,409;null
microroo;68;;United States;11-11-2014;null;8,886,597;8,886,597;null
microroo;69;;United States;30-09-2014;null;8,849,856;8,849,856;null
microroo;70;;United States;22-07-2014;null;8788849;8788849;null
microroo;71;;United States;08-04-2014;null;8,694,598;8,694,598;null
microroo;72;;United States;03-12-2013;null;8,601,088;8,601,088;null
microroo;73;;United States;26-11-2013;null;8,595,390;8,595,390;null
microroo;74;;United States;15-10-2013;null;8,561,087;8,561,087;null
microroo;75;;United States;08-10-2013;null;8,554,961;8,554,961;null
microroo;76;;United States;01-10-2013;null;8,549,229;8,549,229;null
microroo;77;;United States;17-09-2013;null;8,539,174;8,539,174;null
microroo;78;;United States;09-07-2013;null;8,484,736;8,484,736;null
microroo;79;;United States;25-06-2013;null;8,473,941;8,473,941;null
microroo;80;;United States;11-06-2013;null;8,463,802;8,463,802;null
microroo;81;;United States;09-04-2013;null;8,417,668;8,417,668;null
microroo;82;;United States;12-02-2013;null;8,375,192;8,375,192;null
microroo;83;;United States;03-02-2013;null;8,370,535;8,370,535;null
microroo;84;;United States;30-10-2012;null;8,301,694;8,301,694;null
microroo;85;;United States;02-10-2012;null;8,281,062;8,281,062;null
microroo;86;;United States;07-08-2012;null;8,239,395;8,239,395;null
microroo;87;;United States;19-06-2012;null;8,205,060;8,205,060;null
microroo;88;;United States;24-04-2012;null;8166244;8166244;null
microroo;89;;United States;24-04-2012;null;8166220;8166220;null
microroo;90;;United States;24-04-2012;null;8166067;8166067;null
microroo;91;;United States;24-01-2012;null;8103631;8103631;null
microroo;92;;United States;15-12-2011;null;9020993;9020993;null
microroo;93;;United States;09-08-2011;null;7996579;7996579;null
microroo;94;;United States;21-06-2011;null;7966288;7966288;null
microroo;95;;United States;13-04-2010;null;7698480;7698480;null
microroo;96;;United States;09-01-2007;null;7161885;7161885;null
microroo;97;;United States;19-12-2006;null;7151730;7151730;null
microroo;98;;8,301,715;null;null;null;null;null
microroo;99;;10,403,377;null;null;null;null;null
microroo;100;;10,101,918;null;null;null;null;null
joshua-lehmann-75448721;1;;United States;10-12-2019;Apparatuses, systems, and methods are disclosed for dynamic read operations. An on-die controller monitors one or more read statistics during a read operation for data of a non-volatile memory die. An on-die controller determines whether one or more read statistics satisfy a threshold for a read operation. An on-die controller dynamically modifies a read operation based on determining that one or more read statistics fail to satisfy a threshold.;10503586;10503586;http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PALL&p=1&u=%%2Fnetahtml%%2FPTO%%2Fsrchnum.htm&r=1&f=G&l=50&s1=10,503,586.PN.&OS=PN/10,503,586&RS=PN/10,503,586
joshua-lehmann-75448721;2;;United States;05-03-2019;A non-volatile memory system receives a request to read data. That request includes a quality of service indication. The memory system performs a read process that satisfies the quality of service indication and identifies a set of data with errors. The memory system returns the set of data with errors in response to the request.;10223199;10223199;http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PALL&p=1&u=%%2Fnetahtml%%2FPTO%%2Fsrchnum.htm&r=1&f=G&l=50&s1=10223199.PN.&OS=PN/10223199&RS=PN/10223199
joshua-lehmann-75448721;3;;United States;20-02-2018;A data storage device includes a non-volatile memory and a controller coupled to the non-volatile memory. The controller is configured to initiate a read operation to retrieve data from the non-volatile memory. The controller is also configured to suspend the read operation and to determine context information associated with the suspended read operation. The controller is further configured, in response to detecting a condition indicating that the read operation is to resume, to resume the suspended read operation using the context information.;9898229;9898229;http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PALL&p=1&u=%%2Fnetahtml%%2FPTO%%2Fsrchnum.htm&r=1&f=G&l=50&s1=9,898,229.PN.&OS=PN/9,898,229&RS=PN/9,898,229
joshua-lehmann-75448721;4;;United States;09-01-2018;A data storage device includes a memory and a controller coupled to the memory. The memory is configured to store first data and second data. The controller is configured to unlock the first data using a first key, to unlock the second data using a second key, and to determine that the second data is indicated as being uncorrectable in response to unlocking the second data using the second key.;9864654;9864654;http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PALL&p=1&u=%%2Fnetahtml%%2FPTO%%2Fsrchnum.htm&r=1&f=G&l=50&s1=9,864,654.PN.&OS=PN/9,864,654&RS=PN/9,864,654
joshua-lehmann-75448721;5;;United States;12-09-2017;"A storage system and method for adaptive thermal throttling are disclosed. In one embodiment, a method for adaptive thermal throttling is provided that is performed in a storage system having a memory. This method comprises determining if a temperature of the storage system is above a threshold temperature; and in response to determining that the temperature of the storage system is above the threshold temperature: reducing performance of the storage system in an iterative manner until the temperature of the storage system is within a temperature envelope around the threshold temperature; and storing, in the memory, a value indicating what the performance of the storage system was reduced to in order to get the temperature within the temperature envelope. Other embodiments are possible, and each of the embodiments can be used alone or together in combination.";9760311;9760311;http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PALL&p=1&u=%%2Fnetahtml%%2FPTO%%2Fsrchnum.htm&r=1&f=G&l=50&s1=9760311.PN.&OS=PN/9760311&RS=PN/9760311
ronnenedry;1;;United States;04-12-2001;The invention relates to a process and system for spreading requests for a service among a set of servers, where each one has a specified load allowed within each time frame. The invention provides a simple and fast solution to the dynamic assignment incoming requests among the servers, without violating their load limitation within a given time frame, and with keeping a fair allocation among them. It is an object of the invention to provide a scalable solution to assigning loads with minimal overhead;US 20030105797 A1;US 20030105797 A1;http://www.google.com/patents/US20030105797
ehud-eshet-18ba9a3;1;;United States;01-11-2011;null;8051055;8051055;http://www.patentgenius.com/patent/8051055.html
ehud-eshet-18ba9a3;2;;United States;01-06-2011;null;7970776;7970776;https://patents.justia.com/patent/7970776
ehud-eshet-18ba9a3;3;;United States;15-12-2009;null;7634459;7634459;http://www.patentgenius.com/patent/7634459.html
ehud-eshet-18ba9a3;4;;United States;01-08-2008;null;7974973;7974973;https://patents.justia.com/patent/7974973
yaara-neumeier-55753137;1;;WO2018055614A1/en;null;null;null;null;null
druckmann;1;;United States;27-07-2017;null;20170214677;20170214677;null
dima-golbert-49b01085;1;;United States;17-06-2016;Deals with a method for analyzing a computing system and creating separate application containers for all installed under application. Allows for better application management and deployment.;null;null;null
dima-golbert-49b01085;2;;United States;17-06-2016;Describes the method for upgrading a computing operating system while retaining full control of which application remain afterwords, enabling a system administrator to select and manage previously installed applications, allowing for a cleaner, safer and stabler system.;null;null;null
dima-golbert-49b01085;3;;United States;13-06-2016;Deals with the method of analyzing a memory dump in order to figure out the state of all running applications and memory image, in order to capture and restore a user's full session;null;null;null
dima-golbert-49b01085;4;;United States;09-06-2016;Deals with the issue of analyzing a running application in such a manner, as to allow for creation of minimal and maximal application sets. Describes the method for using such information in order to deploy a minimalized version of an application, allowing for near immediate use on endpoints, while maintaining application integrity and functionality.;null;null;null
dima-golbert-49b01085;5;;United States;31-03-2016;Describes the method for using a sandboxed environment in order to figure out a running application's boundaries and related files, in order to capture them in a separate container, ready for immediate deployment;null;null;null
dima-golbert-49b01085;6;;United States;29-02-2016;Describes the method of performing a static analysis of a computing system in order to obtain information on all installed components and application, ipso-facto, in order to capture all the relevant information for application execution and maintenance.;null;null;null
avner-cohen-33741;1;;United States;16-10-2012;An apparatus, system and methods system for reducing power consumption in a network including electrical appliances connected via electrical outlets to an electricity supplier and/or a system managing power consumption. The system comprises a management system and apparatuses, each comprising a measurement unit, a processing unit, an optional communications unit and a control unit, such that each apparatus is connected to an electrical outlet and is associated with an appliance or a group of appliances. Control units inject electrical signals via the associated electrical outlet to the electrical appliance. The measurement unit measures electrical parameters at the outlet, and the processing unit analyzes the electrical parameters measured in view of the electrical signal and detects the electrical signature of the associated electrical appliance therefrom. The electrical signature is utilized to characterize various characteristics of the electrical appliances and manage power consumption of the network.;US 8290635 B2;US 8290635 B2;https://www.google.com/patents/US8290635
sara-novogrodsky;1;;United States;15-08-2017;null;US9736534B2;US9736534B2;https://patents.google.com/patent/US9736534
pavel-gurevich;1;;null;null;null;null;null;null
michal-aharon-3959873;1;;United States;18-12-2012;An automated method comprises receiving training data representing an initial data set including text representing at least one concept embodied by the data set, using the training data in order to generate a set of atoms, each atom comprising at least one word that represents one or more concepts of the initial data set, wherein generating a set of atoms comprises minimizing a cost function using an iterative process to identify one or more atoms.;8,335,749;8,335,749;http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PALL&p=1&u=%%2Fnetahtml%%2FPTO%%2Fsrchnum.htm&r=1&f=G&l=50&s1=8,335,749.PN.&OS=PN/8,335,749&RS=PN/8,335,749
michal-aharon-3959873;2;;United States;02-10-2012;Method and system embodiments of the present invention are directed to restoration of corrupted images using spatial-domain image-processing methods that can effectively employ spatial-domain information both in order to avoid various types of artifacts and distortions produced by frequency-domain image-processing operations and to achieve computational efficiency. The various method and system embodiments of the present invention employ a family of penalty functions to constrain iterative restoration images corrupted by both deterministic corruptions, such as motion-induced blur and blurring due to optical misalignment, incorrect positioning of optical components, and defective optical components as well as essentially non-deterministic noise corruption introduced at various stages of image acquisition, image encoding, image storage, and image transmission.;8,280,180;8,280,180;null
michal-aharon-3959873;3;;United States;26-06-2012;An automated method of processing computer system event logs comprises receiving event messages associated with one or more system event logs, each event message including event text, determining a set of message clusters, each comprising a template text, representative of the event messages across the one or more event logs, and assigning each event message to a message cluster of the set, according to a measure of similarity between the respective event text of the event message and the template text of the message cluster.;8,209,567;8,209,567;http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PALL&p=1&u=%%2Fnetahtml%%2FPTO%%2Fsrchnum.htm&r=1&f=G&l=50&s1=8209567.PN.&OS=PN/8209567&RS=PN/8209567
chaim-kleinhendler-38b9095;1;;US20180250875A1;null;null;null;null;null
chaim-kleinhendler-38b9095;2;;EP2188114B1;null;null;null;null;https://patents.google.com/patent/EP2188114B1/en?inventor=Chaim+Kleinhendler&oq=Chaim+Kleinhendler
chaim-kleinhendler-38b9095;3;;EP2188114B1;null;null;null;null;null
pavelberengoltz;1;;United States;01-08-2017;Encrypted file system with support for encrypted backups, works by storing cleartext in file system cache and providing encrypted content to backup agents (or other software).;9,740,567;9,740,567;https://www.google.com/patents/EP2510442
pavelberengoltz;2;;United States;01-08-2017;A system and method of efficiently inspecting content is provided. Embodiments of the invention may inspect files accessed by an application prior to an activation of the application. Selective inspection of files accessed by an application may be based on a previous inspection. Inspection of files accessed by an application may be postponed or performed concurrently with the access. A prioritized queue may include references to files, a priority may be related to a risk level and an inspection order may be according to a risk level.;9,721,090;9,721,090;http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%%2Fnetahtml%%2FPTO%%2Fsearch-bool.html&r=2&f=G&l=50&co1=AND&d=PTXT&s1=Berengoltz.INNM.&OS=IN/Berengoltz&RS=IN/Berengoltz
pavelberengoltz;3;;United States;06-09-2016;A system and method for storing information on a storage device. An encrypted version of the information is stored on a storage device. The information is inspected in order to determine whether it may be stored on the storage device. If the information may be stored on the storage device then the stored encrypted version is decrypted, otherwise it is deleted.;9,436,840;9,436,840;http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PALL&p=1&u=%%2Fnetahtml%%2FPTO%%2Fsrchnum.htm&r=1&f=G&l=50&s1=9,436,840.PN.&OS=PN/9,436,840&RS=PN/9,436,840
pavelberengoltz;4;;United States;19-05-2015;A system apparatus and method for protecting information are provided. Embodiments of the invention may detect inactivity related to a computing device. Information and encryption key may be removed from a memory. Subsequent activity may be detected. An authentication procedure may be performed, and, contingent on authenticating a relevant entity, a master key may be generated and installed in a memory.;9,037,868;9,037,868;http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%%2Fnetahtml%%2FPTO%%2Fsearch-bool.html&r=1&f=G&l=50&co1=AND&d=PTXT&s1=Berengoltz.AANM.&OS=AANM/Berengoltz&RS=AANM/Berengoltz
pavelberengoltz;5;;United States;12-05-2015;A system, device and method for incapacitating a keylogger. An inactivity of an input device may be detected. A flow of information from an input device to a computing device may be manipulated. A keylogger may be caused to store redundant information by causing the input device to produce redundant input. Other embodiments are described and claimed.;9,032,536;9,032,536;http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%%2Fnetahtml%%2FPTO%%2Fsearch-bool.html&r=2&f=G&l=50&co1=AND&d=PTXT&s1=Berengoltz.AANM.&OS=AANM/Berengoltz&RS=AANM/Berengoltz
pavelberengoltz;6;;United States;31-03-2015;A system and method for validating an application and for controlling execution of an application. A plurality of parameters may be computed for an authenticated object and for a tested object. A plurality of comparison and other metrics may be computed based on the computed plurality of parameters. Control of an execution of programs may be based on said metrics. Other embodiments are described and claimed.;8,997,221;8,997,221;http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%%2Fnetahtml%%2FPTO%%2Fsearch-bool.html&r=1&f=G&l=50&co1=AND&d=PTXT&s1=Berengoltz.INNM.&OS=IN/Berengoltz&RS=IN/Berengoltz
pavelberengoltz;7;;United States;24-06-2014;A system apparatus and method for protecting information on a storage device. Embodiments of the invention may create a virtual volume on a storage device. Embodiments of the invention may further transfer information to the virtual volume, remove information stored outside the virtual volume and extend the size of the virtual volume. Other embodiments are described and claimed.;8,762,738;8,762,738;http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%%2Fnetahtml%%2FPTO%%2Fsearch-bool.html&r=2&f=G&l=50&co1=AND&d=PTXT&s1=Berengoltz.INNM.&OS=IN/Berengoltz&RS=IN/Berengoltz
pavelberengoltz;8;;United States;11-03-2014;A system and method for a contextual control of resources of a computer. A plurality of detection modules may inform a configuration module of context changes and events. A database may store a plurality of configuration parameters and policies. A configuration module may configure a BIOS of a computer according to events, context and configuration policies. Other embodiments are described and claimed.;8,671,271;8,671,271;http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%%2Fnetahtml%%2FPTO%%2Fsearch-bool.html&r=3&f=G&l=50&co1=AND&d=PTXT&s1=Berengoltz.INNM.&OS=IN/Berengoltz&RS=IN/Berengoltz
lev-lavy-12126548;1;;United States;01-05-2014;null;null;null;null
lev-lavy-12126548;2;;United States;23-07-2013;A system for spatial impedance imaging includes a multi-layer coaxial probe for spatial impedance imaging.;null;null;http://www.google.com/patents/US20150216442?cl=en
lev-lavy-12126548;3;;10,331,184 B2;null;null;null;null;https://patents.google.com/patent/US10331184B2/en
lev-lavy-12126548;4;;null;null;null;null;null;https://patents.google.com/patent/US20180299302A1/en
lev-lavy-12126548;5;;null;null;null;null;null;null
suriel-bendahan;1;;United States;06-02-2012;null;20120203862;20120203862;null
ehud-eliasaf-08b87a95;1;;Europe;09-04-2015;A method of maintaining an inkjet print head device (10) includes applying a first set of maintenance signals by a control unit (15) to a first set of actuators (11a) of an inkjet print head device. The first set of maintenance signals applied by the control unit causes movement of the first set of actuators to move meniscuses of a first set of fluid channels (12a) in fluid communication with the first set of actuators, respectively, between an expansion state and a retraction state without fluid droplets ejecting from the first set of fluid channels. The method also includes applying a second set of maintenance signals by the control unit to the first set of actuators of the inkjet print head device. The second set of maintenance signals applied by the control unit cause movement thereof to circulate fluid in the first set of fluid channels without the fluid droplets ejecting from the first set of fluid channels.;PCT/IL2012/050358;PCT/IL2012/050358;http://www.pctnationalphaser.com/PCT_Patent_Application/112014/PCTIL2012050358
dganitdavid;1;;United States;09-03-2018;null;15/917,291;15/917,291;null
omershadmi;1;;United States;04-09-2018;A method includes receiving, via a processor, a model, a test case, and one or more suspect elements. The method includes calculating, via the processor, a relevance score for each model element of the model based on the one or more suspect elements. The method includes setting, via the processor, a threshold reduction score. The method includes generating, via the processor, a reduced model by reducing the model based on the relevance scores and the threshold reduction score. The method includes evaluating, via the processor, the reduced model based on the test case. The method includes detecting, via the processor, the reduced model reproduces an expected behavior. The method includes outputting, via the processor, a result model in response to detecting the reduced model reproduces the expected behavior. The method includes modifying, via the processor, an application associated with the model based on the reduced model.;US20170242781;US20170242781;https://patents.google.com/patent/US20170242781
omershadmi;2;;United States;23-06-2015;Coupling architectural and implementation/behavioral models of a computer-based system by creating a bridge element, defining a port of the bridge element, associating the port of the bridge element with a port of an implementable element of an architectural model of a computer-based system and a port of an implementation element of an implementation/behavioral model of the computer-based system, mapping an interface member of the implementation element port to an interface member of the implementable element port, generating, from a template, skeleton source code applicable for the mapped interface member, generating a usage description element for the architectural model corresponding to the mapped interface member, generating an architectural description document from the architectural model, generating implementation code from the implementation/behavioral model and the generated skeleton source code, and generating a declaration file for an operating system service for use by the implementation code.;US9064065;US9064065;https://patents.google.com/patent/US9064065
alexander-rivkind-00491871;1;;US8121571B2;null;null;null;null;https://patents.google.com/patent/US8121571B2/en
gilad-cohen-11773;1;;United States;04-07-2016;The invention relates to a system and method for content enforcement, and morespecifically for displaying webpage advertisements blocked by advertisement blockingsoftware installed on client devices.;null;null;null
gilad-cohen-11773;2;;United States;04-07-2016;The invention relates to a system and method for webpages scripts validation.;null;null;null
gilad-cohen-11773;3;;United States;14-04-2011;System for generating and managing communication accomplished by means of graphical layers is provided. The graphical layers may comprise graphical features, text pictures and computerized objects such as media player for displaying a selected film, The system enables a user to call one or more of her or his colleagues to on-line collaborate in consideration with a selected content. The system provides a user for generating a new graphical layer, adding or deleting user generated content (UGC) into, or off a graphical layer generated by another user. The system stores completed graphical layers in a database. The system successively combines graphical layers associated to the same selected content into a track, which is further stored in the database. The system provides a user for tracking a selected user who so permitted while selected user is wondering and searching the World Wide Web. The system is provides the tracking user with graphical layers generated by the wondering user while he is observing a URL. Thereby the system generates a \u201cvirtual blog\u201d. Namely the tracking user may observe the UGC introduced by the wondering user overlaid across the content which triggered the wondering user to introduce this very UGC. The system automatically searches the database for content related to the selected content thereby providing the user who selected the content for receiving a picture of what the users other than her or his collaborating colleagues think about the content that he has selected.;null;null;null
ohadc;1;;9,061,006;null;null;null;null;null
guy-raviv-3a49b3151;1;;Israel;14-11-2019;null;null;null;http://www.ilpatsearch.justice.gov.il/UI/RequestDetails.aspx?ReqId=260860
sergeiost;1;;United States;18-02-2014;null;8655341;8655341;https://patents.google.com/patent/EP2316070A1/un
mashanikolski;1;;Europe;14-06-2012;null;13171290.3 - 1659;13171290.3 - 1659;null
yossisynett;1;;United States;28-11-2014;null;US20150088636;US20150088636;http://www.google.com/patents/US20150088636
yossisynett;2;;United States;30-12-2012;null;null;null;http://www.google.com/patents/US20130204700
yossisynett;3;;United States;30-08-2012;null;null;null;http://www.google.com/patents/US20130231977
ilangrinberg;1;;United States;02-04-2012;null;13/437,869;13/437,869;http://www.google.com/patents/US20120262463
